3131	430	35	3	0	3	5	0	0	0	0
333	3828	392	24	8	6	0	0	0	0	0
73	362	4600	358	11	0	0	8	0	0	0
24	84	294	5205	256	3	7	0	3	4	0
0	16	52	212	5859	96	22	7	2	0	0
3	0	2	13	127	6356	133	12	5	0	6
5	2	0	7	31	78	6044	255	22	5	0
6	2	0	3	0	8	153	5340	365	18	8
4	3	0	0	3	0	10	236	4730	454	39
0	0	0	14	0	4	5	25	315	4119	468
0	14	0	0	0	3	0	17	74	237	2995
